lat,lon,name,admin1,admin2,cc
32.23546,119.95847,Madian,Jiangsu Sheng,,CN
39.87611,112.76861,Madaotou,Shanxi Sheng,,CN
33.42418,107.00014,Madao,Shaanxi,,CN
29.99064,116.65443,Madang,Jiangxi Sheng,,CN
30.90874,112.28984,Macheng,Hubei,,CN
31.18013,115.02213,Macheng,Hubei,,CN
34.08333,119.01667,Machang,Jiangsu Sheng,,CN
24.58917,115.41447,Mabugang,Guangdong,,CN
27.56,115.39244,Mabu,Jiangxi Sheng,,CN
26.37542,119.65604,Mabi,Fujian,,CN
32.97991,118.78052,Maba,Jiangsu Sheng,,CN
24.68413,113.59839,Maba,Guangdong,,CN
29.05537,114.32695,Ma'ao,Jiangxi Sheng,,CN
26.9775,110.72111,Ma'an,Hunan,,CN
31.68579,118.51008,Ma'anshan,Anhui Sheng,,CN
32.9774,110.20665,Ma'an,Hubei,,CN
30.1473,120.58174,Ma'an,Zhejiang Sheng,,CN
28.8903,105.42575,Luzhou,Sichuan,,CN
31.27642,120.86762,Luzhi,Jiangsu Sheng,,CN
24.49754,109.73315,Luzhai,Guangxi Zhuangzu Zizhiqu,,CN
34.53596,109.08508,Luyuan,Shaanxi,,CN
27.62389,110.09889,Luyang,Hunan,,CN
23.22117,108.80299,Luxu,Guangxi Zhuangzu Zizhiqu,,CN
30.82985,121.1701,Luxiang,Shanghai Shi,,CN
26.93,118.80722,Luxia,Fujian,,CN
29.70736,117.50652,Luxi,Anhui Sheng,,CN
27.63618,114.03529,Luxi,Jiangxi Sheng,,CN
31.20908,121.46335,Luwan,Shanghai Shi,,CN
32.2455,112.92987,Lutou,Hubei,,CN
25.02317,117.82412,Lutian,Fujian,,CN
23.81111,113.94413,Lutian,Guangdong,,CN
28.89874,117.30338,Lusi,Jiangxi Sheng,,CN
32.05533,121.59554,Lusigang,Jiangsu Sheng,,CN
38.8,121.26667,Lushun,Liaoning,,CN
26.95975,113.55581,Lushui,Hunan,,CN
29.30597,120.3321,Liushikou,Zhejiang Sheng,,CN
30.66649,113.33617,Lushi,Hubei,,CN
36.48416,101.56328,Lushar,Qinghai Sheng,,CN
30.93022,119.91791,Lushan,Zhejiang Sheng,,CN
33.73564,112.90508,Luyang,Henan Sheng,,CN
34.685,108.91778,Luqiao,Shaanxi,,CN
29.93246,102.23163,Luqiao,Sichuan,,CN
28.58023,121.37491,Luqiao,Zhejiang Sheng,,CN
25.98532,119.34421,Luozhou,Fujian,,CN
34.20014,109.81728,Luoyuan,Shaanxi,,CN
31.47293,113.42532,Luoyang,Hubei,,CN
34.68361,112.45361,Luoyang,Henan Sheng,Luoyang Shi,CN
31.647,120.07651,Luoyang,Jiangsu Sheng,,CN
27.56139,119.71139,Luoyang,Zhejiang Sheng,,CN
24.95938,118.683,Luoyang,Fujian,,CN
24.67827,113.04364,Luoyang,Guangdong,,CN
23.16244,114.27342,Luoyang,Guangdong,,CN
24.88558,104.29225,Luoxiong,Yunnan,,CN
29.08981,114.98255,Luoxi,Jiangxi Sheng,,CN
28.4149,116.15074,Luoxi,Jiangxi Sheng,,CN
36.26038,106.58162,Luowa,Ningxia Huizu Zizhiqu,,CN
30.68641,115.39257,Luotuo'ao,Hubei,,CN
29.98454,121.59016,Luotuo,Zhejiang Sheng,,CN
27.54026,115.04909,Luotian,Jiangxi Sheng,,CN
27.01299,115.53898,Luotian,Jiangxi Sheng,,CN
31.64436,120.18232,Luoshe,Jiangsu Sheng,,CN
30.63444,120.08889,Luoshe,Zhejiang Sheng,,CN
29.66873,113.31282,Luoshan,Hubei,,CN
24.40583,109.60861,Luorong,Guangxi Zhuangzu Zizhiqu,,CN
30.14678,114.95426,Luoqiao,Hubei,,CN
26.47265,119.00392,Luoqiao,Fujian,,CN
29.7141,106.93341,Luoqi,Chongqing Shi,,CN
31.20659,110.08679,Luoping,Chongqing Shi,,CN
29.23182,115.25738,Luoping,Jiangxi Sheng,,CN
22.62477,111.56671,Luoping,Guangdong,,CN
29.0725,107.70028,Luolong,Guizhou Sheng,,CN
26.85324,116.07018,Luokou,Jiangxi Sheng,,CN
24.517,113.33628,Luokeng,Guangdong,,CN
27.51583,109.80889,Luojiu,Hunan,,CN
31.4782,121.33907,Luojing,Shanghai Shi,,CN
29.75519,110.6985,Luojiaping,Hunan,,CN
31.30497,104.50484,Luojiang,Sichuan,,CN
31.54731,113.77938,Luodian,Hubei,,CN
29.34662,106.43514,Luohuang,Chongqing Shi,,CN
27.55556,111.07528,Luohong,Hunan,,CN
33.57167,114.03528,Luohe,Henan Sheng,,CN
23.72988,112.50951,Luogang,Guangdong,,CN
24.52711,115.57926,Luofu,Guangdong,,CN
28.68333,115.06667,Luoshi,Jiangxi Sheng,,CN
27.85482,115.1127,Luofang,Jiangxi Sheng,,CN
25.9125,117.00778,Luofang,Fujian,,CN
25.75068,116.68369,Luofang,Fujian,,CN
22.76953,111.56882,Luocheng,Guangdong,,CN
31.11273,113.39213,Luodian,Hubei,,CN
29.1616,119.61415,Luodian,Zhejiang Sheng,,CN
23.0564,113.0328,Luocun,Guangdong,,CN
36.6122,106.00167,Luochuan,Ningxia Huizu Zizhiqu,,CN
30.98021,104.28081,Luocheng,Sichuan,,CN
29.38481,104.02862,Luocheng,Sichuan,,CN
25.03231,118.79495,Luocheng,Fujian,,CN
27.15073,115.70313,Luobei,Jiangxi Sheng,,CN
25.93473,115.29295,Luo'ao,Jiangxi Sheng,,CN
22.87397,113.21209,Lunjiao,Guangdong,,CN
25.00964,118.28064,Luncang,Fujian,,CN
24.7602,103.26647,Lufu,Yunnan,,CN
29.26957,117.17162,Lumeng,Jiangxi Sheng,,CN
31.77082,118.86817,Lukou,Jiangsu Sheng,,CN
30.49255,114.93639,Lukou,Hubei,,CN
29.57099,114.20616,Lukou,Hubei,,CN
27.70292,113.15202,Lukou,Hunan,,CN
27.28363,114.1002,Lukou,Jiangxi Sheng,,CN
29.13436,108.28523,Lujiao,Chongqing Shi,,CN
29.15333,113.0075,Lujiao,Hunan,,CN
31.23357,117.28057,Lucheng,Anhui Sheng,,CN
29.99052,121.23034,Lubu,Zhejiang Sheng,,CN
31.31589,121.0435,Lujia,Jiangsu Sheng,,CN
32.06708,102.98786,Luhua,Sichuan,,CN
39.8688,116.27745,Lugouqiao,Beijing,,CN
31.27284,118.33564,Lugang,Anhui Sheng,,CN
27.40492,115.61862,Lugang,Jiangxi Sheng,,CN
27.90944,110.58583,Lufeng,Hunan,,CN
24.9502,116.50845,Lufeng,Fujian,,CN
33.33205,106.15496,Lueyang Chengguanzhen,Shaanxi,,CN
31.47252,121.18447,Ludu,Jiangsu Sheng,,CN
22.96916,102.40611,Daxing,Yunnan,,CN
36.33139,113.22444,Luhua,Shanxi Sheng,,CN
31.89852,119.73471,Lucheng,Jiangsu Sheng,,CN
31.76324,120.04588,Lucheng,Jiangsu Sheng,,CN
30.05127,101.96033,Kangding,Sichuan,,CN
22.32528,110.25556,Wenquan,Guangxi Zhuangzu Zizhiqu,,CN
23.17233,112.28298,Lubu,Guangdong,,CN
24.97563,102.26869,Lubiaojie,Yunnan,,CN
23.35278,112.89639,Lubao,Guangdong,,CN
39.75,118.73333,Luanzhou,Hebei,,CN
37.87917,114.65167,Luancheng,Hebei,,CN
31.75694,116.49139,Lu'an,Anhui Sheng,,CN
32.55644,120.22076,Louzhuang,Jiangsu Sheng,,CN
34.09301,108.29912,Louguan,Shaanxi,,CN
38.0918,111.80721,Loufan,Shanxi Sheng,,CN
27.73444,111.99444,Loudi,Hunan,,CN
30.49525,111.15979,Longzhouping,Hubei,,CN
22.39967,106.78967,Longzhou,Guangxi Zhuangzu Zizhiqu,,CN
32.01036,112.08142,Longzhong,Hubei,,CN
24.9432,114.45019,Longyuanba,Jiangxi Sheng,,CN
29.03278,119.17015,Longzhou,Zhejiang Sheng,,CN
34.84537,109.6871,Longyang,Shaanxi,,CN
25.10722,117.0225,Longyan,Fujian,,CN
23.41667,111.23333,Longxu,Guangxi Zhuangzu Zizhiqu,,CN
29.70199,106.7911,Longxing,Chongqing Shi,,CN
28.67446,107.54556,Longxing,Guizhou Sheng,,CN
34.90734,106.84965,Longxian Chengguanzhen,Shaanxi,,CN
24.34525,114.13568,Longxian,Guangdong,,CN
23.14227,114.12195,Longxi,Guangdong,,CN
23.4757,115.30179,Longwo,Guangdong,,CN
24.59464,116.34681,Longwen,Guangdong,,CN
27.67028,110.33611,Longtou'an,Hunan,,CN
28.87072,109.44293,Longtou,Hunan,,CN
24.65463,115.60662,Longting,Jiangxi Sheng,,CN
28.01667,111.93333,Longtian,Hunan,,CN
25.61172,119.4549,Longtian,Fujian,,CN
24.21877,115.70923,Longtian,Guangdong,,CN
28.96198,111.13095,Longtan,Hunan,,CN
29.67692,110.15663,Longtanping,Hunan,,CN
29.24338,111.07605,Longtanhe,Hunan,,CN
28.44278,111.40194,Longtang,Hunan,,CN
23.59889,113.07,Longtang,Guangdong,,CN
20.32111,110.34258,Longtang,Guangdong,,CN
19.38177,110.21024,Longhe,Hainan,,CN
32.16809,119.04926,Longtan,Jiangsu Sheng,,CN
29.44631,107.10217,Longtan,Chongqing Shi,,CN
28.75716,108.96414,Longtan,Chongqing Shi,,CN
27.41139,110.53639,Longtan,Hunan,,CN
29.56555,105.76205,Longshui,Chongqing Shi,,CN
38.82972,100.29389,Longqu,Gansu Sheng,,CN
30.21469,106.45743,Longshi,Chongqing Shi,,CN
25.79361,110.00917,Longsheng,Guangxi Zhuangzu Zizhiqu,,CN
22.54431,112.45963,Longsheng,Guangdong,,CN
30.07861,121.55278,Longshan,Zhejiang Sheng,,CN
23.75056,113.38815,Longshan,Guangdong,,CN
30.5613,104.26893,Longquan,Sichuan,,CN
37.33236,121.77223,Longquan,Shandong Sheng,,CN
30.73095,111.49023,Longquan,Hubei,,CN
24.67193,102.1613,Longquan,Yunnan,,CN
30.81388,110.14894,Longping,Hubei,,CN
29.86956,115.69742,Longping,Hubei,,CN
24.9,114.78333,Longnan,Jiangxi Sheng,,CN
24.26356,115.43565,Longmu,Guangdong,,CN
30.79819,107.68712,Longmen,Chongqing Shi,,CN
30.37358,118.11446,Longmen,Anhui Sheng,,CN
29.21028,106.20725,Longhua,Chongqing Shi,,CN
25.09697,116.96782,Longmen,Fujian,,CN
24.95972,118.08889,Longmen,Fujian,,CN
23.73333,114.25,Longcheng,Guangdong,,CN
20.71094,110.03647,Longmen,Guangdong,,CN
19.44293,110.32553,Longmen,Hainan,,CN
33.94278,105.06739,Longlin,Gansu Sheng,,CN
26.41417,109.10222,Longlisuo,Guizhou Sheng,,CN
37.65181,120.33063,Longgang,Shandong Sheng,,CN
29.94122,113.75867,Longkou,Hubei,,CN
26.18583,115.30088,Longkou,Jiangxi Sheng,,CN
30.6109,108.63518,Longju,Chongqing Shi,,CN
34.36667,119.1,Longju,Jiangsu Sheng,,CN
26.18197,116.81464,Longjin,Fujian,,CN
24.18502,114.35992,Longjie,Guangdong,,CN
30.81437,108.85686,Longjiao,Chongqing Shi,,CN
22.9888,116.19211,Longjiang,Guangdong,,CN
22.88653,113.06815,Longjiang,Guangdong,,CN
31.85386,119.98145,Longhutang,Jiangsu Sheng,,CN
25.34474,118.65107,Longhua,Fujian,,CN
23.61177,114.19486,Longhua,Guangdong,,CN
23.19187,114.10176,Longhua,Guangdong,,CN
22.65784,114.00893,Longhua,Guangdong,,CN
23.55725,116.64628,Longhu,Guangdong,,CN
19.0512,110.52473,Longgun,Hainan,,CN
27.49028,118.94417,Longgong,Zhejiang Sheng,,CN
34.95528,108.31503,Longgao,Shaanxi,,CN
29.69744,105.71369,Longgang,Chongqing Shi,,CN
29.62558,114.95028,Longgang,Hubei,,CN
26.73842,115.58309,Longgang Shezu,Jiangxi Sheng,,CN
26.10875,116.26004,Longgang,Jiangxi Sheng,,CN
22.72289,114.26326,Longgang,Guangdong,,CN
30.38793,109.50706,Longfengba,Hubei,,CN
35.6125,106.11667,Longde Chengguanzhen,Ningxia Huizu Zizhiqu,,CN
27.25341,118.49501,Longcun,Fujian,,CN
23.55244,115.53297,Longcun,Guangdong,,CN
25.16152,101.29418,Longchuan,Yunnan,,CN
28.60996,109.04919,Longchi,Chongqing Shi,,CN
35.00096,105.97339,Longcheng,Gansu Sheng,,CN
34.18448,116.95077,Longcheng,Anhui Sheng,,CN
24.89827,102.79965,Longcheng,Yunnan,,CN
25.47348,115.376,Longbu,Jiangxi Sheng,,CN
32.40934,104.52868,Long'an,Sichuan,,CN
27.22741,116.80341,Long'an,Jiangxi Sheng,,CN
23.20712,107.6509,Long'an Chengxiangzhen,Guangxi Zhuangzu Zizhiqu,,CN
24.34421,115.33002,Lizui,Guangdong,,CN
29.81127,107.92447,Lizi,Chongqing Shi,,CN
39.00417,117.52556,Lizhuangzi,Tianjin Shi,,CN
29.95528,120.46667,Lizhu,Zhejiang Sheng,,CN
29.00843,117.91891,Lizhai,Jiangxi Sheng,,CN
35.50693,111.32324,Liyuan,Shanxi Sheng,,CN
31.54391,120.26196,Liyuan,Jiangsu Sheng,,CN
29.39537,110.15591,Liyuan,Hunan,,CN
28.78936,109.29242,Liye,Hunan,,CN
34.58515,109.20857,Liyang,Shaanxi,,CN
31.71772,118.35731,Liyang,Anhui Sheng,,CN
31.42813,119.48353,Licheng,Jiangsu Sheng,,CN
29.30667,121.615,Liyang,Zhejiang Sheng,,CN
28.06861,116.63165,Lixu,Jiangxi Sheng,,CN
26.79472,110.41806,Lixiqiao,Hunan,,CN
33.14328,116.22718,Lixin Chengguanzhen,Anhui Sheng,,CN
26.83127,116.67051,Lixin,Fujian,,CN
39.55625,116.44757,Lixian,Beijing,,CN
29.6518,111.752,Liyang,Hunan,,CN
31.27127,111.9831,Lixi,Hubei,,CN
29.24859,114.83822,Lixi,Jiangxi Sheng,,CN
27.62809,116.36667,Lixi,Jiangxi Sheng,,CN
23.9463,113.25402,Lixi,Guangdong,,CN
36.66744,106.10133,Liwang,Ningxia Huizu Zizhiqu,,CN
39.87028,117.34667,Liuzikou,Tianjin Shi,,CN
33.1377,120.29289,Liuzhuang,Jiangsu Sheng,,CN
30.88453,114.49483,Liuzhi,Hubei,,CN
29.96207,106.60996,Liuyin,Chongqing Shi,,CN
28.15861,113.62709,Guankou,Hunan,,CN
30.24546,120.05287,Liuxia,Zhejiang Sheng,,CN
24.55552,118.19558,Liuwudian,Fujian,,CN
34.11278,119.79417,Liutao,Jiangsu Sheng,,CN
29.78784,116.36033,Liusi,Jiangxi Sheng,,CN
31.56707,112.44798,Liushui,Hubei,,CN
25.57591,119.83108,Liushui,Fujian,,CN
28.05086,120.89902,Liushi,Zhejiang Sheng,,CN
33.47366,112.54619,Liushan,Henan Sheng,,CN
23.31072,116.16869,Puning,Guangdong,,CN
29.93785,114.83014,Liurenba,Hubei,,CN
34.86646,109.26548,Liuqu,Shaanxi,,CN
32.16856,120.83684,Liuqiao,Jiangsu Sheng,,CN
25.04,107.17315,Liupai,Guangxi Zhuangzu Zizhiqu,,CN
32.53388,110.9809,Liuliping,Hubei,,CN
37.45333,110.90189,Liulin,Shanxi Sheng,,CN
34.54943,107.3094,Liulin,Shaanxi,,CN
31.53941,113.23247,Liulin,Hubei,,CN
30.26936,115.14593,Liulin,Hubei,,CN
39.59654,116.03095,Liulihe,Beijing,,CN
24.31138,113.96552,Liuli,Guangdong,,CN
39.24789,117.33941,Liukuaizhuang,Tianjin Shi,,CN
29.70503,117.78179,Liukou,Anhui Sheng,,CN
35.934,103.31831,Liujiaxia,Gansu Sheng,,CN
29.46754,110.22429,Zhujita,Hunan,,CN
37.76615,120.88489,Liujiagou,Shandong Sheng,,CN
30.75802,113.80856,Liujiage,Hubei,,CN
30.0606,111.47068,Liujiachang,Hubei,,CN
32.05805,121.48555,Liuhao,Jiangsu Sheng,,CN
34.77336,109.3064,Liuji,Shaanxi,,CN
32.434,119.25087,Liuji,Jiangsu Sheng,,CN
31.36866,114.37021,Liuji,Hubei,,CN
23.91103,116.45413,Liuhuang,Guangdong,,CN
31.48447,112.02225,Liuhou,Hubei,,CN
33.31703,112.80076,Liuhe,Henan Sheng,,CN
31.50862,121.26276,Liuhe,Jiangsu Sheng,,CN
30.30032,115.57828,Liuhe,Hubei,,CN
34.74417,109.27771,Liugu,Shaanxi,,CN
32.77639,117.3375,Liufu,Anhui Sheng,,CN
29.54166,116.26614,Liufang,Jiangxi Sheng,,CN
27.36611,110.935,Liuduzhai,Hunan,,CN
28.3111,107.50492,Liudu,Guizhou Sheng,,CN
23.07729,112.00339,Liudu,Guangdong,,CN
33.15522,111.11501,Liudong,Hubei,,CN
30.7,103.83771,Liucheng,Sichuan,,CN
24.03481,115.1182,Liucheng,Guangdong,,CN
24.72876,115.63522,Liuche,Jiangxi Sheng,,CN
28.22199,109.45885,Liubo,Hunan,,CN
38.64889,100.71861,Liuba,Gansu Sheng,,CN
33.61861,106.91889,Liuba,Shaanxi,,CN
23.93501,117.74771,Aozhong,Fujian,,CN
39.23868,117.19819,Liu'anzhuang,Tianjin Shi,,CN
31.2174,118.92124,Liqiao,Anhui Sheng,,CN
27.21122,114.72949,Litian,Jiangxi Sheng,,CN
27.01691,114.14013,Litian,Jiangxi Sheng,,CN
26.01517,116.69964,Litian,Fujian,,CN
27.3588,116.53552,Lita,Jiangxi Sheng,,CN
28.46042,119.91029,Lishui,Zhejiang Sheng,,CN
37.51556,111.13417,Lishi,Shanxi Sheng,Lueliang,CN
29.07888,106.262,Lishi,Chongqing Shi,,CN
24.90143,113.52487,Lishi,Guangdong,,CN
24.80459,115.03325,Lishi,Jiangxi Sheng,,CN
22.72006,111.46138,Lishao,Guangdong,,CN
34.37803,109.20892,Lintong,Shaanxi,,CN
31.85764,113.29505,Lishan,Hubei,,CN
24.89896,114.87812,Liren,Jiangxi Sheng,,CN
34.48111,108.42361,Liquan Chengguanzhen,Shaanxi,,CN
39.06982,117.16198,Liqizhuang,Tianjin Shi,,CN
29.10463,119.8044,Lipu,Zhejiang Sheng,,CN
32.29773,120.74136,Linzi,Jiangsu Sheng,,CN
24.31258,109.38916,Liuzhou,Guangxi Zhuangzu Zizhiqu,,CN
35.06306,118.34278,Linyi,Shandong Sheng,,CN
29.4718,113.444,Chang'an,Hunan,,CN
37.97965,111.02059,Linquan,Shanxi Sheng,,CN
35.60028,103.20639,Linxia Chengguanzhen,Gansu Sheng,,CN
39.71183,118.44954,Linxi,Hebei,,CN
29.99023,118.5353,Linxi,Anhui Sheng,,CN
25.23247,112.53981,Linwu Chengguanzhen,Hunan,,CN
21.66572,111.04865,Lintou,Guangdong,,CN
39.63028,117.50028,Lintingkou,Tianjin Shi,,CN
36.42472,114.20472,Linshui,Hebei,,CN
29.66698,107.19233,Linshi,Chongqing Shi,,CN
26.31839,117.07119,Linshe,Fujian,,CN
30.74267,114.88409,Linshanhe,Hubei,,CN
30.15395,120.99182,Linshan,Zhejiang Sheng,,CN
33.08506,115.29023,Linquan Chengguanzhen,Anhui Sheng,,CN
36.51556,118.53972,Linqu,Shandong Sheng,,CN
30.41587,103.46089,Linqiong,Sichuan,,CN
36.84032,115.71183,Qingnian,Shandong Sheng,,CN
29.85278,119.11551,Linqi,Zhejiang Sheng,,CN
30.04406,120.24493,Linpu,Zhejiang Sheng,,CN
34.46444,108.09667,Linping,Shaanxi,,CN
30.4225,120.29722,Linping,Zhejiang Sheng,,CN
29.45,111.65,Linli,Hunan,,CN
31.29543,112.41875,Linkuang,Hubei,,CN
26.24806,109.86361,Linkou,Hunan,,CN
29.24522,105.95663,Linjiang,Chongqing Shi,,CN
33.06218,104.92142,Linjiang,Gansu Sheng,,CN
31.09956,108.21964,Linjiang,Chongqing Shi,,CN
27.82409,118.45546,Linjiang,Fujian,,CN
28.84815,121.12807,Linhai,Zhejiang Sheng,,CN
27.47219,118.98263,Lingyao,Fujian,,CN
37.33133,116.56953,Lingcheng,Shandong Sheng,,CN
26.48885,113.76796,Xiayang,Hunan,,CN
27.07778,118.96,Lingxia,Fujian,,CN
29.005,109.84472,Lingxi,Hunan,,CN
38.09723,106.3351,Dongta,Ningxia Huizu Zizhiqu,,CN
26.18885,119.27249,Lingtou,Fujian,,CN
32.6912,119.22686,Lingtang,Jiangsu Sheng,,CN
36.84517,111.78172,Cuifeng,Shanxi Sheng,,CN
38.78997,114.6352,Lingshan,Hebei,,CN
19.96917,110.42811,Lingshan,Hainan,,CN
39.46799,114.14843,Wuling,Shanxi Sheng,,CN
30.03032,120.02927,Lingqiao,Zhejiang Sheng,,CN
34.76056,108.98389,Lingqian,Shaanxi,,CN
34.47749,109.36098,Lingkou,Shaanxi,,CN
31.95008,119.65373,Lingkou,Jiangsu Sheng,,CN
31.7346,105.93162,Lingjiang,Sichuan,,CN
30.71752,120.17311,Linghu,Zhejiang Sheng,,CN
31.86668,121.42024,Lingdian,Jiangsu Sheng,,CN
28.20626,118.29888,Lingdi,Jiangxi Sheng,,CN
25.8692,116.81269,Lingdi,Fujian,,CN
31.20377,119.29612,Lingda,Anhui Sheng,,CN
35.77491,113.25079,Chongwen,Shanxi Sheng,,CN
25.29607,118.96163,Lingchuan,Fujian,,CN
33.53766,117.53357,Lingcheng,Anhui Sheng,,CN
22.70722,110.34917,Lingcheng,Guangxi Zhuangzu Zizhiqu,,CN
22.42317,109.29303,Lingcheng,Guangxi Zhuangzu Zizhiqu,,CN
26.05104,115.46689,Lingbei,Jiangxi Sheng,,CN
24.61455,112.70317,Lingbei,Guangdong,,CN
19.90778,109.68583,Lincheng,Hainan,,CN
29.02889,117.30837,Lingang,Jiangxi Sheng,,CN
29.891,107.21971,Linfeng,Chongqing Shi,,CN
36.08889,111.51889,Linfen,Shanxi Sheng,,CN
34.72175,109.60214,Lindian,Shaanxi,,CN
30.65469,121.09814,Linjiadai,Zhejiang Sheng,,CN
30.93374,119.78682,Lincheng,Zhejiang Sheng,,CN
26.86932,109.66336,Lincheng,Hunan,,CN
21.83184,110.57466,Linchen,Guangdong,,CN
30.23583,119.71806,Lin'an,Zhejiang Sheng,,CN
39.30777,112.12035,Limin,Shanxi Sheng,,CN
31.83213,111.67806,Limiao,Hubei,,CN
27.66667,113.5,Xishan,Hunan,,CN
30.99409,120.70686,Lili,Jiangsu Sheng,,CN
29.90091,117.50781,Likou,Anhui Sheng,,CN
30.95083,119.97583,Lijiaxiang,Zhejiang Sheng,,CN
31.62973,120.01051,Lijia,Jiangsu Sheng,,CN
27.83811,115.46571,Lijiang,Jiangxi Sheng,,CN
23.5711,102.00417,Lijiang,Yunnan,,CN
29.58912,109.45659,Lijiahe,Hubei,,CN
34.105,119.25278,Liji,Jiangsu Sheng,,CN
30.87247,114.66577,Liji,Hubei,,CN
23.3604,116.04074,Lihu,Guangdong,,CN
34.13333,119.05,Liheng,Jiangsu Sheng,,CN
29.75416,116.99223,Lihen,Anhui Sheng,,CN
30.12006,120.75802,Lihai,Zhejiang Sheng,,CN
29.09496,111.20149,Ligonggang,Hunan,,CN
31.92472,120.07861,Ligang,Jiangsu Sheng,,CN
29.34376,110.07452,Lifuta,Hunan,,CN
28.56377,117.52232,Lieqiao,Jiangxi Sheng,,CN
39.32561,111.95594,Liebu,Shanxi Sheng,,CN
29.75769,107.27353,Lidu,Chongqing Shi,,CN
22.46761,112.18184,Lidong,Guangdong,,CN
35.22682,105.68755,Lidian,Gansu Sheng,,CN
32.32184,119.57606,Lidian,Jiangsu Sheng,,CN
31.21604,113.75786,Lidian,Hubei,,CN
37.22733,122.58403,Lidao,Shandong Sheng,,CN
38.19548,114.33988,Licun,Hebei,,CN
35.76073,111.45475,Licun,Shanxi Sheng,,CN
25.84706,115.39274,Licun,Jiangxi Sheng,,CN
30.3,108.85,Lichuan,Hubei,,CN
36.50289,113.36945,Lihou,Shanxi Sheng,,CN
24.50649,110.38919,Licheng,Guangxi Zhuangzu Zizhiqu,,CN
23.29549,113.82465,Licheng,Guangdong,,CN
24.55742,112.41772,Libu,Guangdong,,CN
27.64601,116.13293,Libei,Jiangxi Sheng,,CN
32.56306,120.68389,Libao,Jiangsu Sheng,,CN
26.36922,119.4235,Liaoyan,Fujian,,CN
39.35,100.03333,Liaoquan,Gansu Sheng,,CN
29.39017,109.99503,Miaojia,Hunan,,CN
28.17,109.195,Liaogao,Guizhou Sheng,,CN
36.45596,115.97766,Liaocheng,Shandong Sheng,,CN
22.99989,113.88157,Liaobu,Guangdong,,CN
24.78186,112.3712,Lianzhou,Guangdong,,CN
21.66621,109.20116,Lianzhou,Guangxi Zhuangzu Zizhiqu,,CN
34.73194,119.4425,Lianyun,Jiangsu Sheng,,CN
31.01167,121.04606,Liantang,Shanghai Shi,,CN
22.95502,112.45305,Liantang,Guangdong,,CN
22.93523,111.72369,Liantan,Guangdong,,CN
30.70846,120.41672,Lianshi,Zhejiang Sheng,,CN
24.92271,102.48496,Lianran,Yunnan,,CN
24.03802,113.31067,Lianjiangkou,Guangdong,,CN
34.52458,109.84086,Lianhuasi,Shaanxi,,CN
28.11694,112.76639,Lianhua,Hunan,,CN
28.99549,116.54199,Lianhu,Jiangxi Sheng,,CN
28.38333,117.58333,Lianhe,Jiangxi Sheng,,CN
24.57298,118.34171,Lianhe,Fujian,,CN
23.21613,113.40773,Lianhe,Guangdong,,CN
30.3793,120.04703,Liangzhu,Zhejiang Sheng,,CN
37.92672,102.63202,Wuwei,Gansu Sheng,,CN
27.71833,110.67083,Liangyaping,Hunan,,CN
39.73598,116.13295,Liangxiang,Beijing,,CN
39.02676,116.95998,Liangwangzhuang,Tianjin Shi,,CN
33.84586,112.92522,Liangwa,Henan Sheng,,CN
34.7887,107.48972,Liangting,Shaanxi,,CN
29.54139,110.09639,Liangshuikou,Hunan,,CN
32.64635,111.4661,Liangshuihe,Hubei,,CN
33.43177,104.80909,Liangshui,Gansu Sheng,,CN
30.67409,107.7938,Liangshan,Chongqing Shi,,CN
27.6724,114.90613,Liangshan,Jiangxi Sheng,,CN
29.91278,121.07465,Liangnong,Zhejiang Sheng,,CN
23.72278,113.73112,Liangkou,Guangdong,,CN
39.98677,112.46135,Xincheng,Shanxi Sheng,,CN
29.63526,107.10048,Lianghui,Chongqing Shi,,CN
33.35,106.35,Lianghekou,Shaanxi,,CN
30.87249,110.57492,Lianghekou,Hubei,,CN
38.33461,114.15801,Lianghe,Hebei,,CN
21.56667,110.54756,Liangguang,Guangdong,,CN
27.21319,114.03889,Liangfang,Jiangxi Sheng,,CN
32.77635,120.36373,Liangduo,Jiangsu Sheng,,CN
21.49946,110.39675,Liangdong,Guangdong,,CN
33.90972,106.30222,Liangdang Chengguanzhen,Gansu Sheng,,CN
28.40667,106.42444,Liangcunchang,Guizhou Sheng,,CN
26.55904,115.57606,Liangcun,Jiangxi Sheng,,CN
23.95044,112.01401,Liangcun,Guangdong,,CN
25.70441,116.72162,Lianfeng,Fujian,,CN
23.58988,111.82069,Liandu,Guangdong,,CN
33.61102,113.47426,Liancun,Henan Sheng,,CN
24.05192,105.07497,Liancheng,Yunnan,,CN
21.64673,110.28172,Lianjiang,Guangdong,,CN
35.55976,105.85965,Liancai,Ningxia Huizu Zizhiqu,,CN
36.11609,101.19904,Lhakangtang,Qinghai Sheng,,CN
22.69527,112.11463,Lezhu,Guangdong,,CN
31.92853,120.69768,Leyu,Jiangsu Sheng,,CN
30.86975,111.07155,Letianxi,Hubei,,CN
33.20327,106.03624,Lesuhe,Shaanxi,,CN
29.56227,103.76386,Leshan,Sichuan,,CN
28.96667,117.11667,Leping,Jiangxi Sheng,,CN
23.26411,113.01893,Leping,Guangdong,,CN
26.4111,111.59559,Lengshuitan,Hunan,,CN
31.11215,112.43476,Lengshui,Hubei,,CN
27.68806,111.42944,Lengshuijiang,Hunan,,CN
29.38155,107.14378,Lengshuiguan,Chongqing Shi,,CN
